User_ID,Age,Gender,Total_App_Usage_Hours,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Location,Procrastination_Score
49,52,Male,0.3299908842297174,0.296381832178599,5,0.6232464929859719,0.962,0.2464929859719438,Houston,0.4725450901803606
50,31,Female,0.471285323609845,0.7182448036951501,21,0.2224448897795591,0.444,0.9879759519038076,Houston,0.5286573146292586
51,34,Male,0.7465815861440291,0.953810623556582,5,0.3086172344689378,0.49,0.3887775551102204,Houston,0.34068136272545085
52,53,Female,0.8742023701002735,0.7213240954580447,24,0.5470941883767535,0.352,0.7314629258517034,Chicago,0.6208416833667334
53,57,Male,0.4348222424794895,0.8629715165511933,16,0.4188376753507013,0.91,0.6833667334669338,Phoenix,0.5246492985971943
54,21,Female,0.0437556973564266,0.0015396458814472,10,0.1603206412825651,0.568,0.2104208416833667,Phoenix,0.18036072144288573
55,19,Male,0.162260711030082,0.7174749807544265,29,0.1703406813627254,0.762,0.2364729458917835,New York,0.19679358717434864
56,23,Female,0.0209662716499544,0.8290993071593533,25,0.4188376753507013,0.8119999999999999,0.2805611222444889,Houston,0.3635270541082164
57,59,Male,0.6554238833181403,0.0400307929176289,6,0.7595190380761522,0.342,0.4108216432865731,Houston,0.6200400801603205
58,21,Female,0.3336371923427529,0.8714395688991532,29,0.8997995991983967,0.434,0.2324649298597194,New York,0.6328657314629258
59,46,Male,0.544211485870556,0.2563510392609699,22,0.0841683366733466,0.8480000000000001,0.0180360721442885,Phoenix,0.05771543086172336
60,35,Male,0.494986326344576,0.6651270207852193,13,0.3947895791583166,0.364,0.8797595190380761,Los Angeles,0.5887775551102205
61,43,Female,0.0820419325432998,0.7998460354118553,28,0.1002004008016032,0.794,0.9659318637274548,Los Angeles,0.44649298597194387
62,51,Female,0.4047402005469462,0.6620477290223248,13,0.0160320641282565,0.94,0.3406813627254508,Phoenix,0.14589178356713423
63,27,Male,0.2215132178669097,0.0916089299461124,29,0.6633266533066131,0.6240000000000001,0.3366733466933867,Houston,0.5326653306613225
64,53,Female,0.4193254329990884,0.5958429561200924,13,0.6032064128256512,0.742,0.0060120240480961,Los Angeles,0.36432865731462916
65,31,Male,0.2041932543299909,0.5488837567359508,4,0.1643286573146292,0.806,0.6793587174348696,Chicago,0.37034068136272535
66,48,Male,0.8422971741112124,0.8999230177059276,19,0.2344689378757514,0.8460000000000001,0.8256513026052104,Chicago,0.470941883767535
67,32,Male,0.1750227894257064,0.4041570438799076,11,0.0240480961923847,0.396,0.1442885771543086,New York,0.07214428857715426
68,25,Female,0.9635369188696444,0.3202463433410316,4,0.8356713426853707,0.052,0.158316633266533,Phoenix,0.5647294589178357
69,31,Male,0.4165907019143118,0.7498075442648191,26,0.9759519038076152,0.4019999999999999,0.7895791583166332,Phoenix,0.9014028056112224
70,40,Male,0.8486782133090246,0.411855273287144,17,0.1362725450901803,0.674,0.6152304609218436,Los Angeles,0.32785571142284564
71,57,Female,0.6308113035551504,0.6458814472671286,18,0.2324649298597194,0.45,0.0420841683366733,Houston,0.15631262525050094
72,38,Female,0.7374658158614402,0.6458814472671286,27,0.8697394789579157,0.7480000000000001,0.6212424849699398,Phoenix,0.7703406813627254
73,33,Female,0.7693710118505013,0.8876058506543494,6,0.9278557114228456,0.356,0.3066132264529058,Los Angeles,0.6793587174348698
74,35,Female,0.5059252506836828,0.5981524249422632,10,0.4208416833667334,0.634,0.3667334669338677,Los Angeles,0.3991983967935871
75,41,Male,0.545123062898815,0.5019245573518092,11,0.0501002004008016,0.186,0.7695390781563125,Phoenix,0.33787575150300597
76,43,Male,0.5150410209662717,0.138568129330254,28,0.0400801603206412,0.75,0.8096192384769538,Los Angeles,0.3478957915831663
77,42,Male,0.5897903372835004,0.1147036181678214,28,0.5751503006012023,0.546,0.3987975951903807,New York,0.5046092184368737
78,58,Male,0.0291704649042844,0.1539645881447267,7,0.3927855711422845,0.204,0.9478957915831664,New York,0.6148296593186373
79,46,Female,0.3965360072926162,0.1709006928406466,18,0.0280561122244488,0.292,0.4048096192384768,Phoenix,0.17875751503006002
80,32,Male,0.6080218778486782,0.6374133949191685,15,0.5851703406813626,0.7480000000000001,0.7715430861723446,Houston,0.6597194388777554
81,18,Male,0.5989061075660893,0.7405696689761356,9,0.0120240480961923,0.482,0.4829659318637274,New York,0.20040080160320634
82,42,Female,0.7948951686417502,0.5296381832178598,28,0.7895791583166332,0.216,0.8977955911823646,New York,0.8328657314629258
83,24,Male,0.6572470373746582,0.8290993071593533,22,0.3066132264529058,0.968,0.907815631262525,Phoenix,0.5470941883767535
84,26,Male,0.9945305378304464,0.99153194765204,19,0.0400801603206412,0.7160000000000001,0.0861723446893787,Chicago,0.0585170340681362
85,41,Male,0.2844120328167729,0.8198614318706698,5,0.5891783567134268,0.958,0.9358717434869738,Los Angeles,0.7278557114228457
86,18,Male,0.3600729261622607,0.6943802925327174,7,0.3987975951903807,0.428,0.8256513026052104,New York,0.5695390781563126
87,25,Male,0.3846855059252506,0.5319476520400308,21,0.9759519038076152,0.476,0.7915831663326652,Chicago,0.9022044088176352
88,41,Male,0.4667274384685506,0.4488067744418784,14,0.5450901803607214,0.8980000000000001,0.1983967935871743,Houston,0.40641282565130255
89,28,Female,0.8386508659981767,0.083910700538876,29,0.2765531062124248,0.526,0.8056112224448897,Chicago,0.4881763527054107
90,34,Female,0.2360984503190519,0.3987682832948422,9,0.7114228456913827,0.7080000000000001,0.849699398797595,Phoenix,0.7667334669338677
91,25,Male,0.7784867821330902,0.9099307159353348,11,0.2725450901803607,0.252,0.2885771543086172,Houston,0.2789579158316633
92,52,Male,0.4065633546034639,0.8075442648190916,8,0.9058116232464928,0.446,0.9519038076152304,Houston,0.9242484969939879
93,52,Female,0.6034639927073838,0.2155504234026174,28,0.374749498997996,0.124,0.0480961923847695,Chicago,0.24408817635270538
94,50,Male,0.6344576116681859,0.4665127020785219,19,0.5511022044088176,0.206,0.1482965931863727,Phoenix,0.3899799599198397
95,22,Male,0.3737465815861439,0.8167821401077753,18,0.0501002004008016,0.0,0.5370741482965932,New York,0.24488977955911825
96,59,Male,0.5141294439380127,0.0669745958429561,25,0.4268537074148296,0.04,0.5751503006012023,Chicago,0.4861723446893787
97,56,Female,0.413855970829535,0.3872209391839877,5,0.8336673346693386,0.978,0.6452905811623246,New York,0.758316633266533
98,58,Male,0.0692798541476754,0.8514241724403389,23,0.8076152304609218,0.242,0.0140280561122244,Chicago,0.4901803607214428
99,45,Female,0.438468550592525,0.403387220939184,28,0.2244488977955911,0.664,0.9599198396793586,New York,0.5186372745490981
100,24,Male,0.0975387420237009,0.0769822940723633,6,0.2264529058116232,0.8400000000000001,0.0420841683366733,Chicago,0.15270541082164324
101,26,Female,0.4065633546034639,0.5419553502694381,12,0.8196392785571142,0.55,0.1422845691382765,Houston,0.548697394789579
102,25,Female,0.5943482224247948,0.8614318706697459,7,0.9318637274549098,0.154,0.0120240480961923,Los Angeles,0.5639278557114227
103,29,Male,0.5806745670009116,0.5896843725943033,23,0.096192384769539,0.7280000000000001,0.565130260521042,Houston,0.2837675350701402
104,51,Female,0.6645396536007292,0.2255581216320246,24,0.4509018036072144,0.6000000000000001,0.9318637274549098,New York,0.6432865731462925
105,50,Male,0.0957155879671832,0.3841416474210932,12,0.3386773547094188,0.7320000000000001,0.6653306613226452,Phoenix,0.46933867735470935
106,40,Female,0.6536007292616226,0.449576597382602,14,0.8717434869739478,0.77,0.8216432865731462,Houston,0.8517034068136271
107,41,Male,0.3126709206927984,0.5789068514241724,12,0.0841683366733466,0.976,0.0120240480961923,Los Angeles,0.05531062124248488
108,54,Male,0.4001823154056517,0.7590454195535026,15,0.2124248496993988,0.5740000000000001,0.5410821643286573,New York,0.34388777555110217
109,52,Female,0.86052871467639,0.0985373364126251,13,0.753507014028056,0.342,0.4589178356713426,Houston,0.6356713426853706
110,57,Male,0.0091157702825888,0.8899153194765204,24,0.0521042084168336,0.6480000000000001,0.4969939879759519,Chicago,0.23006012024048092
111,39,Male,0.5897903372835004,0.0115473441108545,18,0.4929859719438877,0.068,0.0701402805611222,Phoenix,0.3238476953907815
112,44,Female,0.6007292616226071,0.3695150115473441,10,0.4428857715430861,0.8980000000000001,0.6833667334669338,New York,0.5390781563126252
113,52,Male,0.3974475843208751,0.0269438029253271,10,0.3346693386773546,0.12,0.503006012024048,Houston,0.402004008016032
114,18,Male,0.2379216043755697,0.3926096997690531,29,0.3947895791583166,0.328,0.7655310621242484,New York,0.5430861723446893
115,52,Female,0.235186873290793,0.5257890685142417,27,0.531062124248497,0.8160000000000001,0.4849699398797595,Chicago,0.512625250501002
116,54,Female,0.886052871467639,0.5111624326404927,10,0.1623246492985972,0.5980000000000001,0.1482965931863727,Los Angeles,0.1567134268537074
117,31,Male,0.4430264357338195,0.1647421093148575,15,0.5731462925851702,0.394,0.6472945891783567,Houston,0.6028056112224448
118,20,Male,0.3318140382862351,0.645111624326405,29,0.8076152304609218,0.474,0.1703406813627254,New York,0.5527054108216432
119,18,Female,0.4503190519598906,0.0438799076212471,4,0.7615230460921842,0.854,0.8717434869739479,New York,0.8056112224448897
120,22,Female,0.6709206927985414,0.7613548883756736,14,0.1543086172344689,0.34,0.6132264529058116,New York,0.33787575150300597
121,43,Male,0.145852324521422,0.9468822170900691,12,0.1503006012024048,0.87,0.156312625250501,Los Angeles,0.1527054108216433
122,31,Female,0.4503190519598906,0.3394919168591224,14,0.2685370741482966,0.088,0.9619238476953906,New York,0.5458917835671342
123,56,Male,0.5897903372835004,0.5165511932255582,13,0.3627254509018036,0.776,0.5170340681362725,Phoenix,0.42444889779559114
124,44,Male,0.95077484047402,0.3787528868360277,17,0.408817635270541,0.8480000000000001,0.0701402805611222,Phoenix,0.2733466933867735
125,26,Male,0.2534184138559707,0.006158583525789,18,0.6813627254509017,0.182,0.625250501002004,New York,0.6589178356713425
126,32,Male,0.3600729261622607,0.3856812933025404,19,0.0561122244488977,0.43,0.25250501002004,Phoenix,0.13466933867735464
127,32,Male,0.3801276207839562,0.7913779830638952,28,0.034068136272545,0.166,0.8036072144288575,Houston,0.34188376753507
128,43,Female,0.6071103008204193,0.5958429561200924,4,0.3927855711422845,0.706,0.8176352705410821,Phoenix,0.5627254509018036
129,59,Female,0.357338195077484,0.100846805234796,20,0.6993987975951903,0.536,0.9779559118236472,New York,0.8108216432865731
130,30,Female,0.5350957155879672,0.8468052347959969,14,0.1943887775551102,0.6360000000000001,0.501002004008016,Chicago,0.3170340681362725
131,49,Female,0.7839562443026435,0.5304080061585836,21,0.6432865731462926,0.196,0.4529058116232464,Houston,0.567134268537074
132,56,Male,0.707383773928897,0.8414164742109316,28,0.2605210420841683,0.212,0.753507014028056,Los Angeles,0.4577154308617234
133,49,Male,0.4475843208751139,0.579676674364896,25,0.8877755511022043,0.042,0.1302605210420841,New York,0.5847695390781562
134,21,Male,0.8669097538742023,0.5596612779060817,20,0.8977955911823647,0.322,0.5450901803607214,Los Angeles,0.7567134268537073
135,47,Male,0.5597082953509571,0.1046959199384141,19,0.2985971943887775,0.5599999999999999,0.5450901803607214,Chicago,0.3971943887775551
136,54,Female,0.5414767547857794,0.1670515781370285,8,0.2304609218436873,0.8580000000000001,0.0881763527054108,Los Angeles,0.1735470941883767
137,40,Male,0.0346399270738377,0.9722863741339492,27,0.4128256513026052,0.666,0.4168336673346692,New York,0.4144288577154308
138,56,Male,0.9890610756608932,0.2278675904541955,17,0.2404809619238476,0.436,0.8537074148296592,New York,0.4857715430861722
139,32,Female,0.1230628988149498,0.9776751347190148,5,0.6733466933867734,0.954,0.8557114228456913,Chicago,0.7462925851703406
140,46,Female,0.2315405651777575,0.5311778290993072,8,0.8276553106212424,0.7200000000000001,0.0981963927855711,New York,0.5358717434869739
141,53,Female,0.0519598906107566,0.1354888375673595,5,0.6753507014028055,0.9300000000000002,0.0881763527054108,Chicago,0.4404809619238476
142,30,Female,0.641750227894257,0.0985373364126251,3,0.8256513026052104,0.528,0.2605210420841683,Chicago,0.5995991983967935
143,49,Male,0.2251595259799453,0.2086220169361047,15,0.3967935871743486,0.258,0.8737474949899798,New York,0.587575150300601
144,24,Male,0.1804922515952598,0.9253271747498076,23,0.156312625250501,0.052,0.12625250501002,Phoenix,0.1442885771543086
145,39,Female,0.0884229717411121,0.4133949191685912,28,0.7394789579158316,0.726,0.719438877755511,Chicago,0.7314629258517034
146,45,Male,0.1039197812215132,0.394919168591224,16,0.3607214428857715,0.122,0.1002004008016032,New York,0.2565130260521042
147,19,Male,0.5861440291704648,0.3125481139337953,15,0.6733466933867734,0.302,0.6232464929859719,Phoenix,0.6533066132264528
148,59,Male,0.6900638103919782,0.1462663587374904,29,0.2705410821643286,0.532,0.3547094188376753,Chicago,0.3042084168336673
149,23,Female,0.3983591613491339,0.48729792147806,6,0.0821643286573146,0.564,0.7875751503006011,Phoenix,0.36432865731462927
150,45,Male,0.4813126709206928,0.1293302540415704,9,0.9939879759519036,0.6000000000000001,0.2324649298597194,Houston,0.68937875751503
151,45,Female,0.6882406563354604,0.8352578906851424,24,0.156312625250501,0.166,0.6392785571142284,Houston,0.34949899799599193
152,37,Male,0.0173199635369188,0.3702848344880677,12,0.9899799599198396,0.38,0.2344689378757514,Phoenix,0.6877755511022042
153,47,Male,0.3236098450319051,0.3741339491916859,9,0.9799599198396792,0.618,0.7134268537074148,Chicago,0.8733466933867734
154,28,Male,0.97538742023701,0.4734411085450347,23,0.7955911823647294,0.97,0.8737474949899798,New York,0.8268537074148296
155,45,Female,0.5815861440291704,0.4434180138568129,17,0.661322645290581,0.7280000000000001,0.1242484969939879,Los Angeles,0.44649298597194376
156,42,Male,0.2552415679124885,0.9946112394149343,17,0.5791583166332664,0.9220000000000002,0.8657314629258516,New York,0.6937875751503005
157,56,Female,0.5232452142206017,0.5450346420323327,6,0.8677354709418836,0.762,0.5931863727454909,Los Angeles,0.7579158316633265
158,50,Female,0.3436645396536006,0.0877598152424942,25,0.2905811623246492,0.592,0.12625250501002,Los Angeles,0.2248496993987975
159,18,Female,0.5332725615314494,0.6066204772902233,25,0.4689378757515029,0.192,0.4268537074148296,Chicago,0.4521042084168336
160,44,Male,0.1257976298997265,0.1508852963818322,8,0.6212424849699398,0.666,0.158316633266533,Phoenix,0.4360721442885771
161,30,Male,0.1330902461257976,0.0300230946882217,26,0.4128256513026052,0.6240000000000001,0.6993987975951903,New York,0.5274549098196393
162,58,Male,0.1440291704649043,0.9707467282525016,22,0.4288577154308617,0.602,0.7575150300601201,Phoenix,0.5603206412825651
163,20,Male,0.94257064721969,0.7736720554272518,28,0.3306613226452905,0.49,0.1042084168336673,Houston,0.24008016032064122
164,56,Female,0.7347310847766636,0.9799846035411854,7,0.565130260521042,0.528,0.5050100200400801,Chicago,0.5410821643286572
165,23,Female,0.1631722880583409,0.4772902232486528,22,0.8517034068136271,0.334,0.813627254509018,Chicago,0.8364729458917834
166,25,Female,0.1886964448495897,0.5319476520400308,14,0.2024048096192384,0.52,0.9358717434869738,Houston,0.4957915831663326
167,44,Male,0.7329079307201457,0.1678214010777521,3,0.935871743486974,0.198,0.5130260521042084,New York,0.7667334669338678
168,26,Female,0.1567912488605287,0.2463433410315627,10,0.691382765531062,0.806,0.9498997995991983,Houston,0.7947895791583166
169,54,Male,0.235186873290793,0.838337182448037,3,0.8256513026052104,0.186,0.5350701402805611,New York,0.7094188376753506
170,50,Female,0.966271649954421,0.3556581986143187,7,0.5571142284569137,0.084,0.3927855711422845,Los Angeles,0.491382765531062
171,59,Male,0.2561531449407475,0.8267898383371826,24,0.7815631262525049,0.436,0.8476953907815631,Chicago,0.8080160320641282
172,41,Male,0.6636280765724702,0.7090069284064666,8,0.0160320641282565,0.658,0.4909819639278556,New York,0.20601202404809615
173,32,Female,0.9808568824065632,0.176289453425712,23,0.8196392785571142,0.438,0.470941883767535,Phoenix,0.6801603206412825
174,49,Female,0.3755697356426618,0.5073133179368745,5,0.0400801603206412,0.2759999999999999,0.4889779559118236,Phoenix,0.21963927855711415
175,49,Female,0.0173199635369188,0.6774441878367976,17,0.8917835671342684,0.558,0.845691382765531,Chicago,0.8733466933867734
176,41,Female,0.2452142206016408,0.2347959969207082,7,0.9939879759519036,0.348,0.8316633266533066,Houston,0.9290581162324648
177,58,Male,0.8331814038286235,0.8306389530408007,26,0.2945891783567134,0.932,0.4028056112224448,Houston,0.33787575150300597
178,29,Female,0.8669097538742023,0.5442648190916088,16,0.2104208416833667,0.9220000000000002,0.3326653306613226,New York,0.25931863727454907
179,56,Female,0.7702825888787601,0.1647421093148575,20,0.7675350701402804,0.502,0.4909819639278556,Houston,0.6569138276553105
180,19,Female,0.1130355515041021,0.5827559661277906,18,0.2545090180360721,0.328,0.5711422845691382,Chicago,0.38116232464929856
181,20,Male,0.7976298997265269,1.0,8,0.8677354709418836,0.738,0.2364729458917835,New York,0.6152304609218436
182,54,Male,0.9216043755697356,0.1501154734411085,27,0.1022044088176352,0.036,0.7935871743486973,Los Angeles,0.37875751503006005
183,34,Female,0.6025524156791249,0.8167821401077753,26,0.12625250501002,0.474,0.4849699398797595,Houston,0.26973947895791583
184,19,Male,0.9434822242479488,0.2070823710546574,16,0.9819639278557114,0.336,0.3326653306613226,Houston,0.7222444889779558
185,19,Female,0.8295350957155879,0.7821401077752117,29,0.6753507014028055,0.92,0.1042084168336673,New York,0.4468937875751502
186,45,Male,0.6690975387420237,0.7344110854503465,26,0.8476953907815631,0.012,0.2364729458917835,Phoenix,0.6032064128256512
187,40,Male,0.5788514129443938,0.3002309468822171,10,0.3246492985971944,0.5519999999999999,0.9498997995991983,Houston,0.574749498997996
188,54,Male,0.349134001823154,0.325635103926097,9,0.6773547094188376,0.7400000000000001,0.3046092184368737,Chicago,0.528256513026052
189,49,Male,0.1595259799453053,0.792147806004619,10,0.595190380761523,0.486,0.1663326653306613,Houston,0.42364729458917827
190,50,Female,0.6061987237921604,0.4611239414934565,15,0.6052104208416833,0.086,0.4589178356713426,Los Angeles,0.5466933867735471
191,18,Female,0.3190519598906107,0.7305619707467284,8,0.6833667334669338,0.972,0.3066132264529058,Houston,0.5326653306613226
192,36,Female,0.86873290793072,0.147036181678214,20,0.5771543086172344,0.518,0.034068136272545,Phoenix,0.3599198396793586
193,19,Male,0.9963536918869644,0.8521939953810624,4,0.4308617234468937,0.614,0.3226452905811623,Houston,0.38757515030060113
194,43,Female,0.7547857793983591,0.7105465742879138,10,0.2765531062124248,0.236,0.5430861723446894,New York,0.3831663326653306
195,49,Female,0.0911577028258887,0.9068514241724404,13,0.7695390781563125,0.484,0.5511022044088175,Houston,0.6821643286573145
196,23,Female,0.2898814949863263,0.1316397228637413,3,0.2264529058116232,0.43,0.3547094188376753,Phoenix,0.27775551102204404
197,49,Male,0.1093892433910665,0.5927636643571979,24,0.6933867735470941,0.074,0.4468937875751503,New York,0.5947895791583165
198,21,Male,0.6526891522333638,0.5989222478829868,8,0.2344689378757514,0.106,0.9659318637274548,Chicago,0.5270541082164328
199,28,Male,0.7675478577939836,0.3525789068514242,18,0.627254509018036,0.8380000000000001,0.376753507014028,New York,0.5270541082164328
200,34,Female,0.9279854147675476,0.4580446497305619,29,0.749498997995992,0.24,0.2565130260521042,Los Angeles,0.5523046092184368
201,55,Female,0.4393801276207839,0.0369515011547344,22,0.218436873747495,0.194,0.2424849699398797,New York,0.22805611222444885
202,41,Female,0.9042844120328168,0.745958429561201,14,0.0601202404809619,0.504,0.4569138276553106,Chicago,0.21883767535070137
203,22,Male,0.8805834092980857,0.5488837567359508,13,0.1302605210420841,0.768,0.7595190380761522,Houston,0.38196392785571137
204,51,Male,0.3181403828623519,0.0569668976135488,29,0.6072144288577154,0.062,0.2044088176352705,New York,0.44609218436873743
205,23,Female,0.8714676390154968,0.6805234795996922,12,0.8517034068136271,0.576,0.7094188376753506,New York,0.7947895791583164
206,39,Male,0.3764813126709206,0.4665127020785219,5,0.0440881763527054,0.12,0.0200400801603206,New York,0.034468937875751476
207,28,Male,0.2980856882406563,0.0338722093918398,15,0.7354709418837675,0.036,0.4168336673346692,New York,0.6080160320641281
208,33,Male,0.650865998176846,0.9692070823710546,29,0.3426853707414829,0.052,0.7755511022044087,Chicago,0.5158316633266532
209,50,Male,0.3290793072014585,0.9491916859122402,5,0.4789579158316633,0.8340000000000001,0.3366733466933867,Phoenix,0.4220440881763527
210,26,Female,0.6317228805834093,0.51270207852194,17,0.9298597194388776,0.118,0.5631262525050099,Phoenix,0.7831663326653304
211,23,Male,0.6116681859617138,0.0931485758275596,18,0.3326653306613226,0.046,0.2024048096192384,New York,0.2805611222444889
212,33,Male,0.5651777575205105,0.7544264819091611,15,0.4669338677354709,0.438,0.7414829659318637,Chicago,0.576753507014028
213,46,Male,0.381039197812215,0.4919168591224018,19,0.0140280561122244,0.844,0.0501002004008016,Chicago,0.028456913827655278
214,20,Male,0.5496809480401094,0.3017705927636643,5,0.0821643286573146,0.262,0.8517034068136271,New York,0.38997995991983964
215,37,Female,0.5979945305378304,0.4911470361816781,22,0.2585170340681362,0.422,0.1963927855711422,Los Angeles,0.2336673346693386
216,53,Female,0.5469462169553327,0.5219399538106235,13,0.0280561122244488,0.04,0.8737474949899798,New York,0.3663326653306612
217,36,Male,0.4457611668185961,0.5627405696689762,29,0.6332665330661322,0.45,0.3507014028056112,Los Angeles,0.5202404809619238
218,43,Male,0.0145852324521422,0.4411085450346421,23,0.4268537074148296,0.5780000000000001,0.721442885771543,New York,0.544689378757515
