User_ID,Age,Gender,Total_App_Usage_Hours,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Location
32,20,Male,0.6271649954421148,0.28406466512702083,27,0.39679358717434865,0.9178356713426853,0.08216432865731461,New York
33,54,Female,0.7857793983591612,0.8183217859892224,10,0.7294589178356713,0.32865731462925846,0.9839679358717434,Phoenix
34,24,Female,0.6134913400182316,0.5311778290993072,6,0.34669338677354705,0.3727454909819639,0.6653306613226452,Houston
35,38,Female,0.48587055606198726,0.8799076212471131,17,0.6733466933867734,0.7615230460921842,0.28456913827655306,Phoenix
36,26,Male,0.6627164995442114,0.5742879137798307,22,0.8076152304609218,0.3386773547094188,0.5851703406813626,Chicago
37,56,Male,0.5542388331814039,0.029253271747498075,27,0.9478957915831663,0.9539078156312624,0.10821643286573146,Houston
38,35,Male,0.5989061075660893,0.6751347190146266,19,0.4008016032064128,0.7394789579158316,0.9659318637274548,Chicago
39,21,Female,0.7857793983591612,0.04387990762124712,15,0.785571142284569,0.5991983967935871,0.1723446893787575,Phoenix
40,42,Female,0.4822242479489517,0.45034642032332567,20,0.2665330661322645,0.8817635270541082,0.6472945891783567,Chicago
41,31,Male,0.041020966271649945,0.9291762894534257,4,0.9919839679358716,0.0501002004008016,0.2444889779559118,Houston
42,26,Female,0.1640838650865998,0.16474210931485758,15,0.026052104208416832,0.25851703406813625,0.7174348697394789,Houston
43,43,Female,0.43938012762078393,0.3895304080061586,15,0.6052104208416833,0.4669338677354709,0.7755511022044087,Chicago
44,19,Female,0.7265268915223336,0.7297921478060048,24,0.661322645290581,0.2264529058116232,0.6733466933867734,Houston
45,37,Female,0.5952597994530537,0.8822170900692841,17,0.68937875751503,0.7454909819639278,0.6132264529058116,Houston
46,45,Female,0.6517775752051048,0.6705157813702849,22,0.12024048096192383,0.9218436873747493,0.8917835671342684,Chicago
47,24,Male,0.4804010938924339,0.25789068514241725,29,0.939879759519038,0.4248496993987976,0.07615230460921843,Phoenix
48,25,Female,0.617137648131267,0.674364896073903,12,0.18236472945891782,0.3426853707414829,0.32865731462925846,Houston
49,52,Male,0.32999088422971745,0.296381832178599,5,0.6232464929859719,0.9639278557114227,0.24649298597194386,Houston
50,31,Female,0.471285323609845,0.7182448036951501,21,0.22244488977955912,0.44488977955911824,0.9879759519038076,Houston
51,34,Male,0.7465815861440291,0.953810623556582,5,0.30861723446893785,0.4909819639278557,0.3887775551102204,Houston
52,53,Female,0.8742023701002735,0.7213240954580447,24,0.5470941883767535,0.35270541082164325,0.7314629258517034,Chicago
53,57,Male,0.43482224247948953,0.8629715165511933,16,0.4188376753507013,0.9118236472945891,0.6833667334669338,Phoenix
54,21,Female,0.04375569735642662,0.0015396458814472685,10,0.16032064128256512,0.5691382765531061,0.21042084168336672,Phoenix
55,19,Male,0.16226071103008202,0.7174749807544265,29,0.17034068136272543,0.7635270541082163,0.23647294589178353,New York
56,23,Female,0.02096627164995442,0.8290993071593533,25,0.4188376753507013,0.8136272545090178,0.2805611222444889,Houston
57,59,Male,0.6554238833181403,0.040030792917628955,6,0.7595190380761522,0.3426853707414829,0.4108216432865731,Houston
58,21,Female,0.3336371923427529,0.8714395688991532,29,0.8997995991983967,0.43486973947895785,0.2324649298597194,New York
59,46,Male,0.544211485870556,0.25635103926096997,22,0.08416833667334668,0.8496993987975952,0.018036072144288578,Phoenix
60,35,Male,0.49498632634457607,0.6651270207852193,13,0.3947895791583166,0.36472945891783565,0.8797595190380761,Los Angeles
61,43,Female,0.08204193254329989,0.7998460354118553,28,0.1002004008016032,0.7955911823647294,0.9659318637274548,Los Angeles
62,51,Female,0.40474020054694626,0.6620477290223248,13,0.01603206412825651,0.9418837675350701,0.34068136272545085,Phoenix
63,27,Male,0.22151321786690978,0.09160892994611242,29,0.6633266533066131,0.625250501002004,0.3366733466933867,Houston
64,53,Female,0.4193254329990884,0.5958429561200924,13,0.6032064128256512,0.7434869739478958,0.0060120240480961915,Los Angeles
65,31,Male,0.2041932543299909,0.5488837567359508,4,0.16432865731462923,0.8076152304609218,0.6793587174348696,Chicago
66,48,Male,0.8422971741112124,0.8999230177059276,19,0.23446893787575146,0.8476953907815631,0.8256513026052104,Chicago
67,32,Male,0.17502278942570645,0.40415704387990764,11,0.024048096192384766,0.39679358717434865,0.1442885771543086,New York
68,25,Female,0.9635369188696445,0.3202463433410316,4,0.8356713426853707,0.052104208416833664,0.15831663326653306,Phoenix
69,31,Male,0.4165907019143118,0.7498075442648191,26,0.9759519038076151,0.4028056112224448,0.7895791583166332,Phoenix
70,40,Male,0.8486782133090246,0.411855273287144,17,0.13627254509018036,0.6753507014028055,0.6152304609218436,Los Angeles
71,57,Female,0.6308113035551504,0.6458814472671286,18,0.2324649298597194,0.4509018036072144,0.04208416833667334,Houston
72,38,Female,0.7374658158614402,0.6458814472671286,27,0.8697394789579157,0.749498997995992,0.6212424849699398,Phoenix
73,33,Female,0.7693710118505013,0.8876058506543494,6,0.9278557114228456,0.3567134268537074,0.3066132264529058,Los Angeles
74,35,Female,0.5059252506836828,0.5981524249422632,10,0.42084168336673344,0.6352705410821643,0.3667334669338677,Los Angeles
75,41,Male,0.545123062898815,0.5019245573518092,11,0.0501002004008016,0.18637274549098196,0.7695390781563125,Phoenix
76,43,Male,0.5150410209662717,0.13856812933025406,28,0.04008016032064128,0.751503006012024,0.8096192384769538,Los Angeles
77,42,Male,0.5897903372835004,0.1147036181678214,28,0.5751503006012023,0.5470941883767535,0.3987975951903807,New York
78,58,Male,0.02917046490428442,0.15396458814472672,7,0.3927855711422845,0.20440881763527052,0.9478957915831663,New York
79,46,Female,0.3965360072926162,0.17090069284064666,18,0.028056112224448898,0.2925851703406813,0.40480961923847686,Phoenix
80,32,Male,0.6080218778486782,0.6374133949191685,15,0.5851703406813626,0.749498997995992,0.7715430861723446,Houston
81,18,Male,0.5989061075660893,0.7405696689761356,9,0.012024048096192383,0.48296593186372744,0.4829659318637274,New York
82,42,Female,0.7948951686417502,0.5296381832178598,28,0.7895791583166332,0.21643286573146292,0.8977955911823646,New York
83,24,Male,0.6572470373746582,0.8290993071593533,22,0.3066132264529058,0.9699398797595189,0.907815631262525,Phoenix
84,26,Male,0.9945305378304465,0.9915319476520401,19,0.04008016032064128,0.7174348697394789,0.08617234468937875,Chicago
85,41,Male,0.28441203281677296,0.8198614318706698,5,0.5891783567134268,0.9599198396793586,0.9358717434869738,Los Angeles
86,18,Male,0.3600729261622607,0.6943802925327174,7,0.3987975951903807,0.4288577154308617,0.8256513026052104,New York
87,25,Male,0.38468550592525064,0.5319476520400308,21,0.9759519038076151,0.4769539078156312,0.7915831663326652,Chicago
88,41,Male,0.4667274384685506,0.4488067744418784,14,0.5450901803607214,0.8997995991983967,0.19839679358717432,Houston
89,28,Female,0.8386508659981767,0.08391070053887606,29,0.2765531062124248,0.5270541082164328,0.8056112224448897,Chicago
90,34,Female,0.23609845031905194,0.3987682832948422,9,0.7114228456913827,0.7094188376753506,0.849699398797595,Phoenix
91,25,Male,0.7784867821330902,0.9099307159353349,11,0.2725450901803607,0.25250501002004005,0.2885771543086172,Houston
92,52,Male,0.40656335460346393,0.8075442648190916,8,0.9058116232464928,0.44689378757515025,0.9519038076152303,Houston
93,52,Female,0.6034639927073838,0.21555042340261743,28,0.374749498997996,0.12424849699398796,0.04809619238476953,Chicago
94,50,Male,0.6344576116681859,0.46651270207852197,19,0.5511022044088176,0.2064128256513026,0.14829659318637273,Phoenix
95,22,Male,0.37374658158614393,0.8167821401077753,18,0.0501002004008016,0.0,0.5370741482965932,New York
96,59,Male,0.5141294439380127,0.06697459584295612,25,0.4268537074148296,0.04008016032064128,0.5751503006012023,Chicago
97,56,Female,0.41385597082953507,0.3872209391839877,5,0.8336673346693386,0.9799599198396792,0.6452905811623246,New York
98,58,Male,0.06927985414767548,0.8514241724403389,23,0.8076152304609218,0.24248496993987972,0.014028056112224447,Chicago
99,45,Female,0.438468550592525,0.403387220939184,28,0.22444889779559118,0.6653306613226452,0.9599198396793586,New York
100,24,Male,0.09753874202370097,0.07698229407236334,6,0.2264529058116232,0.8416833667334669,0.04208416833667334,Chicago
101,26,Female,0.40656335460346393,0.5419553502694381,12,0.8196392785571142,0.5511022044088176,0.14228456913827653,Houston
102,25,Female,0.5943482224247948,0.8614318706697459,7,0.9318637274549098,0.15430861723446893,0.012024048096192385,Los Angeles
103,29,Male,0.5806745670009116,0.5896843725943033,23,0.09619238476953906,0.7294589178356713,0.565130260521042,Houston
104,51,Female,0.6645396536007292,0.22555812163202466,24,0.4509018036072144,0.6012024048096192,0.9318637274549098,New York
105,50,Male,0.09571558796718321,0.3841416474210932,12,0.3386773547094188,0.7334669338677354,0.6653306613226452,Phoenix
106,40,Female,0.6536007292616226,0.449576597382602,14,0.8717434869739478,0.7715430861723446,0.8216432865731462,Houston
107,41,Male,0.31267092069279845,0.5789068514241724,12,0.08416833667334668,0.9779559118236472,0.012024048096192385,Los Angeles
108,54,Male,0.40018231540565175,0.7590454195535026,15,0.2124248496993988,0.5751503006012023,0.5410821643286573,New York
109,52,Female,0.86052871467639,0.0985373364126251,13,0.753507014028056,0.3426853707414829,0.4589178356713426,Houston
110,57,Male,0.009115770282588892,0.8899153194765204,24,0.052104208416833664,0.6492985971943888,0.4969939879759519,Chicago
111,39,Male,0.5897903372835004,0.011547344110854507,18,0.4929859719438877,0.06813627254509018,0.07014028056112223,Phoenix
112,44,Female,0.6007292616226071,0.3695150115473441,10,0.4428857715430861,0.8997995991983967,0.6833667334669338,New York
113,52,Male,0.3974475843208751,0.026943802925327193,10,0.33466933867735466,0.12024048096192383,0.503006012024048,Houston
114,18,Male,0.23792160437556972,0.39260969976905313,29,0.3947895791583166,0.32865731462925846,0.7655310621242484,New York
115,52,Female,0.23518687329079305,0.5257890685142417,27,0.531062124248497,0.8176352705410821,0.4849699398797595,Chicago
116,54,Female,0.886052871467639,0.5111624326404927,10,0.1623246492985972,0.5991983967935871,0.14829659318637273,Los Angeles
117,31,Male,0.4430264357338195,0.16474210931485758,15,0.5731462925851702,0.3947895791583166,0.6472945891783567,Houston
118,20,Male,0.3318140382862351,0.645111624326405,29,0.8076152304609218,0.4749498997995992,0.17034068136272543,New York
119,18,Female,0.45031905195989064,0.04387990762124712,4,0.7615230460921842,0.8557114228456912,0.8717434869739479,New York
120,22,Female,0.6709206927985414,0.7613548883756736,14,0.15430861723446893,0.34068136272545085,0.6132264529058116,New York
121,43,Male,0.14585232452142205,0.9468822170900693,12,0.1503006012024048,0.8717434869739478,0.156312625250501,Los Angeles
122,31,Female,0.45031905195989064,0.3394919168591224,14,0.2685370741482966,0.08817635270541081,0.9619238476953906,New York
123,56,Male,0.5897903372835004,0.5165511932255582,13,0.3627254509018036,0.7775551102204408,0.5170340681362725,Phoenix
124,44,Male,0.9507748404740199,0.3787528868360277,17,0.40881763527054105,0.8496993987975952,0.07014028056112223,Phoenix
125,26,Male,0.25341841385597075,0.006158583525789074,18,0.6813627254509017,0.18236472945891782,0.625250501002004,New York
126,32,Male,0.3600729261622607,0.3856812933025404,19,0.056112224448897796,0.4308617234468937,0.25250501002004005,Phoenix
127,32,Male,0.38012762078395623,0.7913779830638952,28,0.03406813627254509,0.1663326653306613,0.8036072144288575,Houston
128,43,Female,0.6071103008204193,0.5958429561200924,4,0.3927855711422845,0.7074148296593186,0.8176352705410821,Phoenix
129,59,Female,0.357338195077484,0.100846805234796,20,0.6993987975951903,0.5370741482965932,0.9779559118236472,New York
130,30,Female,0.5350957155879672,0.8468052347959969,14,0.1943887775551102,0.6372745490981964,0.501002004008016,Chicago
131,49,Female,0.7839562443026435,0.5304080061585836,21,0.6432865731462926,0.19639278557114226,0.45290581162324645,Houston
132,56,Male,0.707383773928897,0.8414164742109316,28,0.2605210420841683,0.2124248496993988,0.753507014028056,Los Angeles
133,49,Male,0.4475843208751139,0.579676674364896,25,0.8877755511022043,0.04208416833667334,0.13026052104208416,New York
134,21,Male,0.8669097538742023,0.5596612779060817,20,0.8977955911823647,0.3226452905811623,0.5450901803607214,Los Angeles
135,47,Male,0.5597082953509571,0.10469591993841418,19,0.2985971943887775,0.5611222444889779,0.5450901803607214,Chicago
136,54,Female,0.5414767547857794,0.1670515781370285,8,0.23046092184368733,0.8597194388777554,0.08817635270541081,Los Angeles
137,40,Male,0.03463992707383773,0.9722863741339491,27,0.4128256513026052,0.6673346693386772,0.41683366733466926,New York
138,56,Male,0.9890610756608933,0.22786759045419558,17,0.24048096192384766,0.43687374749499,0.8537074148296592,New York
139,32,Female,0.12306289881494986,0.9776751347190147,5,0.6733466933867734,0.9559118236472944,0.8557114228456913,Chicago
140,46,Female,0.23154056517775753,0.5311778290993072,8,0.8276553106212424,0.721442885771543,0.09819639278557113,New York
141,53,Female,0.05195989061075662,0.13548883756735952,5,0.6753507014028055,0.9318637274549098,0.08817635270541081,Chicago
142,30,Female,0.641750227894257,0.0985373364126251,3,0.8256513026052104,0.5290581162324649,0.2605210420841683,Chicago
143,49,Male,0.2251595259799453,0.20862201693610471,15,0.39679358717434865,0.25851703406813625,0.8737474949899798,New York
144,24,Male,0.1804922515952598,0.9253271747498075,23,0.156312625250501,0.052104208416833664,0.12625250501002003,Phoenix
145,39,Female,0.0884229717411121,0.4133949191685912,28,0.7394789579158316,0.7274549098196392,0.719438877755511,Chicago
146,45,Male,0.10391978122151321,0.394919168591224,16,0.3607214428857715,0.1222444889779559,0.1002004008016032,New York
147,19,Male,0.5861440291704648,0.3125481139337953,15,0.6733466933867734,0.30260521042084165,0.6232464929859719,Phoenix
148,59,Male,0.6900638103919782,0.1462663587374904,29,0.27054108216432865,0.533066132264529,0.3547094188376753,Chicago
149,23,Female,0.39835916134913396,0.48729792147806,6,0.08216432865731461,0.565130260521042,0.7875751503006011,Phoenix
150,45,Male,0.48131267092069285,0.12933025404157045,9,0.9939879759519037,0.6012024048096192,0.2324649298597194,Houston
151,45,Female,0.6882406563354604,0.8352578906851424,24,0.156312625250501,0.1663326653306613,0.6392785571142284,Houston
152,37,Male,0.017319963536918864,0.37028483448806776,12,0.9899799599198397,0.3807615230460921,0.23446893787575146,Phoenix
153,47,Male,0.32360984503190515,0.3741339491916859,9,0.9799599198396792,0.6192384769539078,0.7134268537074148,Chicago
154,28,Male,0.9753874202370099,0.4734411085450347,23,0.7955911823647294,0.971943887775551,0.8737474949899798,New York
155,45,Female,0.5815861440291704,0.44341801385681295,17,0.661322645290581,0.7294589178356713,0.12424849699398796,Los Angeles
156,42,Male,0.25524156791248853,0.9946112394149345,17,0.5791583166332664,0.9238476953907815,0.8657314629258516,New York
157,56,Female,0.5232452142206017,0.5450346420323327,6,0.8677354709418836,0.7635270541082163,0.5931863727454909,Los Angeles
158,50,Female,0.34366453965360066,0.08775981524249424,25,0.29058116232464926,0.5931863727454909,0.12625250501002003,Los Angeles
159,18,Female,0.5332725615314494,0.6066204772902233,25,0.4689378757515029,0.19238476953907813,0.42685370741482964,Chicago
160,44,Male,0.1257976298997265,0.1508852963818322,8,0.6212424849699398,0.6673346693386772,0.15831663326653306,Phoenix
161,30,Male,0.13309024612579762,0.030023094688221716,26,0.4128256513026052,0.625250501002004,0.6993987975951903,New York
162,58,Male,0.1440291704649043,0.9707467282525017,22,0.4288577154308617,0.6032064128256512,0.7575150300601201,Phoenix
163,20,Male,0.94257064721969,0.7736720554272518,28,0.3306613226452905,0.4909819639278557,0.10420841683366733,Houston
164,56,Female,0.7347310847766636,0.9799846035411854,7,0.565130260521042,0.5290581162324649,0.5050100200400801,Chicago
165,23,Female,0.16317228805834091,0.47729022324865283,22,0.8517034068136271,0.33466933867735466,0.813627254509018,Chicago
166,25,Female,0.18869644484958978,0.5319476520400308,14,0.20240480961923846,0.5210420841683366,0.9358717434869738,Houston
167,44,Male,0.7329079307201457,0.16782140107775212,3,0.9358717434869739,0.19839679358717432,0.5130260521042084,New York
168,26,Female,0.15679124886052873,0.24634334103156275,10,0.691382765531062,0.8076152304609218,0.9498997995991983,Houston
169,54,Male,0.23518687329079305,0.838337182448037,3,0.8256513026052104,0.18637274549098196,0.5350701402805611,New York
170,50,Female,0.966271649954421,0.3556581986143187,7,0.5571142284569137,0.08416833667334668,0.3927855711422845,Los Angeles
171,59,Male,0.2561531449407475,0.8267898383371826,24,0.7815631262525049,0.43687374749499,0.8476953907815631,Chicago
172,41,Male,0.6636280765724702,0.7090069284064666,8,0.01603206412825651,0.659318637274549,0.49098196392785565,New York
173,32,Female,0.9808568824065633,0.17628945342571206,23,0.8196392785571142,0.438877755511022,0.470941883767535,Phoenix
174,49,Female,0.37556973564266183,0.5073133179368745,5,0.04008016032064128,0.2765531062124248,0.48897795591182364,Phoenix
175,49,Female,0.017319963536918864,0.6774441878367976,17,0.8917835671342684,0.5591182364729458,0.845691382765531,Chicago
176,41,Female,0.2452142206016408,0.23479599692070824,7,0.9939879759519037,0.3486973947895791,0.8316633266533066,Houston
177,58,Male,0.8331814038286235,0.8306389530408007,26,0.2945891783567134,0.9338677354709418,0.40280561122244485,Houston
178,29,Female,0.8669097538742023,0.5442648190916088,16,0.21042084168336672,0.9238476953907815,0.3326653306613226,New York
179,56,Female,0.7702825888787601,0.16474210931485758,20,0.7675350701402804,0.503006012024048,0.49098196392785565,Houston
180,19,Female,0.1130355515041021,0.5827559661277906,18,0.2545090180360721,0.32865731462925846,0.5711422845691382,Chicago
181,20,Male,0.7976298997265269,1.0,8,0.8677354709418836,0.7394789579158316,0.23647294589178353,New York
182,54,Male,0.9216043755697356,0.15011547344110857,27,0.10220440881763526,0.03607214428857715,0.7935871743486973,Los Angeles
183,34,Female,0.6025524156791249,0.8167821401077753,26,0.12625250501002003,0.4749498997995992,0.4849699398797595,Houston
184,19,Male,0.9434822242479488,0.20708237105465743,16,0.9819639278557114,0.3366733466933867,0.3326653306613226,Houston
185,19,Female,0.8295350957155879,0.7821401077752117,29,0.6753507014028055,0.9218436873747493,0.10420841683366733,New York
186,45,Male,0.6690975387420237,0.7344110854503465,26,0.8476953907815631,0.012024048096192383,0.23647294589178353,Phoenix
187,40,Male,0.5788514129443938,0.30023094688221713,10,0.3246492985971944,0.5531062124248496,0.9498997995991983,Houston
188,54,Male,0.349134001823154,0.325635103926097,9,0.6773547094188376,0.7414829659318637,0.3046092184368737,Chicago
189,49,Male,0.15952597994530535,0.792147806004619,10,0.595190380761523,0.48697394789579157,0.1663326653306613,Houston
190,50,Female,0.6061987237921604,0.46112394149345654,15,0.6052104208416833,0.08617234468937875,0.4589178356713426,Los Angeles
191,18,Female,0.31905195989061075,0.7305619707467284,8,0.6833667334669338,0.9739478957915831,0.3066132264529058,Houston
192,36,Female,0.86873290793072,0.14703618167821403,20,0.5771543086172344,0.5190380761523046,0.03406813627254508,Phoenix
193,19,Male,0.9963536918869644,0.8521939953810624,4,0.4308617234468937,0.6152304609218436,0.3226452905811623,Houston
194,43,Female,0.7547857793983591,0.7105465742879138,10,0.2765531062124248,0.23647294589178353,0.5430861723446894,New York
195,49,Female,0.09115770282588878,0.9068514241724404,13,0.7695390781563125,0.48496993987975945,0.5511022044088175,Houston
196,23,Female,0.2898814949863263,0.13163972286374137,3,0.2264529058116232,0.4308617234468937,0.3547094188376753,Phoenix
197,49,Male,0.10938924339106657,0.5927636643571979,24,0.6933867735470941,0.07414829659318636,0.4468937875751503,New York
198,21,Male,0.6526891522333638,0.5989222478829868,8,0.23446893787575146,0.1062124248496994,0.9659318637274548,Chicago
199,28,Male,0.7675478577939836,0.3525789068514242,18,0.627254509018036,0.8396793587174348,0.376753507014028,New York
200,34,Female,0.9279854147675477,0.45804464973056197,29,0.749498997995992,0.24048096192384766,0.2565130260521042,Los Angeles
201,55,Female,0.43938012762078393,0.03695150115473442,22,0.218436873747495,0.1943887775551102,0.24248496993987972,New York
202,41,Female,0.9042844120328167,0.745958429561201,14,0.060120240480961915,0.5050100200400801,0.4569138276553106,Chicago
203,22,Male,0.8805834092980857,0.5488837567359508,13,0.13026052104208416,0.7695390781563125,0.7595190380761522,Houston
204,51,Male,0.3181403828623519,0.056966897613548895,29,0.6072144288577154,0.06212424849699398,0.20440881763527052,New York
205,23,Female,0.8714676390154968,0.6805234795996922,12,0.8517034068136271,0.5771543086172344,0.7094188376753506,New York
206,39,Male,0.37648131267092066,0.46651270207852197,5,0.044088176352705406,0.12024048096192383,0.02004008016032064,New York
207,28,Male,0.2980856882406563,0.03387220939183988,15,0.7354709418837675,0.03607214428857715,0.41683366733466926,New York
208,33,Male,0.650865998176846,0.9692070823710546,29,0.3426853707414829,0.052104208416833664,0.7755511022044087,Chicago
209,50,Male,0.3290793072014585,0.9491916859122402,5,0.4789579158316633,0.8356713426853707,0.3366733466933867,Phoenix
210,26,Female,0.6317228805834093,0.51270207852194,17,0.9298597194388776,0.11823647294589176,0.5631262525050099,Phoenix
211,23,Male,0.6116681859617138,0.09314857582755967,18,0.3326653306613226,0.04609218436873747,0.20240480961923846,New York
212,33,Male,0.5651777575205105,0.7544264819091611,15,0.4669338677354709,0.438877755511022,0.7414829659318637,Chicago
213,46,Male,0.38103919781221507,0.49191685912240185,19,0.014028056112224449,0.8456913827655309,0.0501002004008016,Chicago
214,20,Male,0.5496809480401094,0.30177059276366436,5,0.08216432865731461,0.2625250501002004,0.8517034068136271,New York
215,37,Female,0.5979945305378304,0.49114703618167815,22,0.25851703406813625,0.42284569138276545,0.19639278557114226,Los Angeles
216,53,Female,0.5469462169553327,0.5219399538106235,13,0.028056112224448898,0.04008016032064128,0.8737474949899798,New York
217,36,Male,0.4457611668185961,0.5627405696689762,29,0.6332665330661322,0.4509018036072144,0.3507014028056112,Los Angeles
218,43,Male,0.014585232452142202,0.4411085450346421,23,0.4268537074148296,0.5791583166332664,0.721442885771543,New York
219,20,Male,0.5888787602552416,0.6050808314087759,21,0.5490981963927856,0.5711422845691382,0.3186372745490982,Los Angeles
220,36,Male,0.16864175022789427,0.9183987682832948,24,0.17434869739478956,0.3326653306613226,0.9058116232464929,Los Angeles
221,37,Male,0.6444849589790337,0.36181678214010776,13,0.29659318637274545,0.3166332665330661,0.12424849699398796,New York
222,49,Male,0.7611668185961713,0.7251732101616628,18,0.6653306613226452,0.1062124248496994,0.17635270541082163,Los Angeles
223,24,Female,0.5013673655423884,0.8945342571208623,23,0.9679358717434868,0.3667334669338677,0.49298597194388777,Houston
224,58,Male,0.544211485870556,0.4557351809083911,5,0.0501002004008016,0.1002004008016032,0.08016032064128255,Phoenix
225,50,Female,0.9544211485870557,0.44264819091608926,24,0.8917835671342684,0.7675350701402804,0.1943887775551102,Chicago
226,57,Female,0.8495897903372835,0.6020015396458815,8,0.5771543086172344,0.9679358717434868,0.943887775551102,Los Angeles
227,56,Male,0.9170464904284412,0.5912240184757505,16,0.565130260521042,0.971943887775551,0.9759519038076151,Los Angeles
228,35,Female,0.8158614402917046,0.806774441878368,26,0.501002004008016,0.8677354709418836,0.3747494989979959,Chicago
229,57,Female,0.10938924339106657,0.47575057736720555,20,0.07014028056112223,0.6012024048096192,0.9238476953907815,Los Angeles
230,18,Female,0.14949863263445762,0.9961508852963818,19,0.09018036072144288,0.7014028056112224,0.5430861723446894,Chicago
231,28,Female,0.5278030993618961,0.05850654349499615,6,0.6012024048096192,0.2865731462925851,0.2685370741482966,New York
232,45,Female,0.2470373746581586,0.0023094688221709098,25,0.34068136272545085,0.6312625250501002,0.7014028056112224,Houston
233,42,Female,0.4776663628076573,0.6397228637413395,17,0.9198396793587174,0.4569138276553105,0.6573146292585169,Houston
234,40,Male,0.39562443026435734,0.2979214780600462,13,0.4068136272545089,0.48296593186372744,0.9899799599198396,Phoenix
235,48,Female,0.5505925250683683,0.23941493456505003,28,0.1442885771543086,0.7595190380761522,0.26452905811623245,Los Angeles
236,47,Female,0.7493163172288059,0.31100846805234794,5,0.7154308617234468,0.282565130260521,0.6713426853707414,Phoenix
